Num.,Course Name,Hours,Gen. Ed.,Core. Curr.,Prerequisites,Description
ETE 386,Methods of Teaching K-12 Art,3,,,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership; ETE 369","Content and methods for teaching art K-12. Designing and implementing art instruction and curriculum using a variety of approaches. Emphasis on sequential enhancement of media and techniques in relation to the developmental needs of different levels of students, instructional planning, assessment of student performance, learning environments, creative and critical thinking, problem solving, acknowledgment and accommodations of exceptionality and diversity, and culturally appropriate practices, aligned with the state and national goals. Preparation for Teacher Performance Assessment."
ETE 387,Methods of Teaching K-12 Foreign Language,3,,,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership; ETE 369","Content and pedagogy of K-12 foreign language. Designing and implementing foreign language instruction and curriculum using a variety of approaches. Emphasis on instructional planning, assessment of student performance, learning environments, creative and critical thinking, problem solving, acknowledgment and accommodation of exceptionality and diversity, and developmentally and culturally appropriate practice. Preparation for Teacher Performance Assessment."
ETE 391,Characteristics and Methods for Learners with Developmental Disabilities,3,,,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership; PSY 101 or equivalent","Characteristics and methods for planning and teaching students with moderate to severe exceptionalities (i.e., intellectual disabilities, developmental disabilities, traumatic brain injury, orthopedic, other moderate to severe exceptionalities). Emphasis on moderate to severe developmental disabilities, Individual Education Programs, self-determination, assessment, experiential-based curriculum in the psychomotor, cognitive, affective domains, transition planning, person-centered adaptations for inclusion within society. Students are required to complete 12 student contact hours with individual(s) with moderate to severe developmental disabilities in an educational setting. Preparation for Teacher Performance Assessment."
ETE 393,Characteristics and Methods for Learners with Emotional and Learning Disabilities,3,,,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership; PSY 101 or equivalent","Characteristics, methods, strategies for use with children and adolescents with emotional and learning disabilities in K-12 and special education classrooms (ages 3-21). Helping process, communication and interpersonal skills are covered, as well as Applied Behavioral Analysis. Emphasis on analysis of classroom situations and application of theories, educational techniques to create positive learning environments for learners with mild to moderate emotional and learning disabilities. To ensure that students will become educational leaders and informed decision makers, teaching strategies in basic skills, metacognition, study skills, and social skills will be addressed. Preparation for Teacher Performance Assessment."
ETE 395,High School Special Education,3,,,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership; one of ETE 393 or concurrent enrollment, or ETE 391 or concurrent enrollment","Skills to plan, implement, and evaluate programs for adolescent students needing special education services in high school situations. Emphasis on a developmentally, sequenced planned curriculum, including basic academic skills, pre-vocational and vocational skills, as well as work-study programs. Current issues and trends: inclusion of the high school student in the least restrictive environment, life planning, consumer education, personal and social adjustment, appropriate individualized instruction, high school group instruction, and independent living skills. 12 hours of mentor/tutoring in the field with High School+ students is required. Preparation for Teacher Performance Assessment."
ETE 402,"Educational Methods, Strategies and Evaluation Techniques",3,,,"Consent of Associate Dean & Director of the Department of Education, Counseling, and Leadership","Designed to increase theoretical knowledge and practical skill for teaching persons with different learning styles. Classroom experiences include a focus on methods, strategies, and evaluation techniques to meet different learning styles."
ETE 425,Life Planning for Learners with Exceptionalities,3,,,"Senior standing; advancement to degree candidacy in the Associate Dean & Director of the Department of Education, Counseling, and Leadership; at least one of ETE 391, ETE 393, ETE 395","Addresses legal, psychological, and social impact of various exceptionalities, and professionalism. The laws governing the development and implementation of educational and transition programs for individuals with exceptionalities is also reviewed. Discussion and evaluation of legal documents for consent and notification. Code of Ethics and Standards for Professional Practice, and Individual Education Program development will be the focus. Preparation for Teacher Performance Assessment."
ETE 426,Assessments for Learners with Exceptionalities,3,,,"Senior standing; advancement to degree candidacy in the Associate Dean & Director of the Department of Education, Counseling, and Leadership; at least one of ETE 391, ETE 393, ETE 395","Diagnostic processes for learners with exceptionalities, preschool through high school. Screening, formal, and informal assessment, and evaluation techniques. Practice in test administration, scoring, evaluation, Individual Education Programs. Preparation for Teacher Performance Assessment."
ETE 430,Readings in Elementary Education,1-3,,,"consent of instructor; approval of the Associate Dean & Director of the Department of Education, Counseling, and Leadership; advancement to degree candidacy in the department",Individual study and investigation for seniors.
ETE 443,Early Childhood Assessment,3,,,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership; ETE 324 or concurrent enrollment","Focus is on formal, informal, authentic, and performance-based assessments to determine student needs and progress; planning instruction incorporating assessment for Individualized Family Service Plans or Individualized Education Plans and to meet the needs of all students; transitional planning; collaboration and communication with families and professionals. Preparation for Teacher Performance Assessment. ETE 443 is one course that meets criteria for the Illinois ECSE Approval."
ETE 445,Multidisciplinary Collaboration,3,,,"Senior standing. For majors not in an education program: one course at the 300 level; majors in an education program: advancement to degree candidacy, one methods course at the 300 level; LBS I: at least one of ETE 391, ETE 393, ETE 395 or concurrent enrollment; or consent of the Associate Dean & Director of the Department of Education, Counseling, and Leadership","Focus is effective collaboration with families, educators, administrators, related service providers, and personnel from community agencies in culturally responsive ways. Competent teachers will use knowledge and effective written, verbal and non-verbal communication techniques to foster leadership, active inquiry, supportive interaction, shared goals, and group consensus that advocate and support the success among learners with exceptionalities. Working together toward common goals of meeting unique needs of all students necessitates teamwork for successful co-teaching, Response to Intervention, and successful transitions pre- and post-secondary education. Preparation for Teacher Performance Assessment."
ETE 491,Student Teaching 5-8,12,,EL,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership; completion of 2/3 of hours in concentration; all required ETE courses below the 400 level for the program; GPA 2.50+ for each: overall, teaching field, professional education courses; State of Illinois content area test passed & other related tests passed; cleared background check; approval of Associate Dean & Director of the Department of Education, Counseling, and Leadership","Engage in a supervised, full-time teaching experience in a Peoria-area 5-8 learning environment. Plan and implement instruction, assessments for individuals, groups, and class, gradually taking responsibility for 100% of teaching duties including issues related to equity, diversity and social and emotional awareness. Complete weekly reflections to assess professional growth as defined by the Illinois Professional Teaching Standards. Open only to students who have: adequate preparation in subject matter, demonstrated proficiency with regard to program and course objectives, prerequisites, and evidenced fitness for entering the teaching profession. Include Teacher Performance Assessment. Weekly seminar. Satisfactory/Unsatisfactory"
ETE 493,Student Teaching For Music K-12,12,,EL,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership; completion of 2/3 of hours in teaching field; all required ETE courses below the 400 level for the program; GPA 2.50+ for each: overall, teaching field, professional education courses; state of Illinois content area tests and other related tests passed; current certification of freedom from TB; cleared background check; approval of the Associate Dean & Director of the Department of Education, Counseling, and Leadership","Engage in 2 supervised, full-time teaching experiences, 1 at high school and 1 in middle or elementary school, in a Peoria-area learning environment. Plan and implement instruction and assessments for individuals, groups, and class, gradually taking responsibility for 100% of classroom teaching duties including issues related to equity, diversity, social and emotional awareness. Complete weekly reflections to assess their professional growth as defined by the Illinois Professional Teaching Standards. Open only to students who have: adequate preparation in subject matter, demonstrated proficiency with regard to program and course objectives, prerequisites, and evidenced fitness for entering the teaching profession. Satisfactory/Unsatisfactory."
ETE 496,Student Teaching in LBS I,12,,EL,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership; all required ETE courses below the 400 level for the program; at least two of ETE 425, ETE 426, ETE 445; GPA 2.50+ for each of: overall, professional education courses; State of Illinois content area test & other tests passed; cleared background check; approval of Associate Dean & Director of the Department of Education, Counseling, and Leadership","Engage in a supervised, full time teaching experience in a Peoria-area LBS I learning environment. Plan and implement instruction, assessments for individuals, small groups, and class, gradually taking responsibility for 100% of teaching duties including issues related to equity, diversity, social and emotional awareness. Complete weekly reflections to assess their professional growth as defined by the Illinois Professional Teaching Standards. Open only to students who have: adequate preparation in subject matter, demonstrated proficiency with regard to program and course objectives, prerequisites, and evidenced fitness for entering the teaching profession. Include Teacher Performance Assessment. Weekly seminar. Satisfactory/Unsatisfactory."
ETE 497,Student Teaching in Early Childhood,12,,EL,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership; all required ETE courses below the ETE 450 level for the program; ETE 485 or concurrent enrollment; GPA 2.50+ for each: overall and professional education courses; State of Illinois content area test & other related tests passed; cleared background check; approval of Associate Dean & Director of the Department of Education, Counseling, and Leadership","Engage in a supervised, full time teaching experience in a Peoria-area Pre-K or K-3 learning environment. Plan and implement instruction, assessments for individuals, groups, and class, gradually taking responsibility for 100% of teaching duties including issues related to equity, diversity, social and emotional awareness. Complete weekly reflections to assess professional growth as defined by the Illinois Professional Teaching Standards. Open only to students who have: adequate preparation in subject matter, demonstrated proficiency with regard to program and course objectives, prerequisites, and evidenced fitness for entering the teaching profession. Include Teacher Performance Assessment. Weekly seminar. Satisfactory/Unsatisfactory"
ETE 498,Student Teaching 1-6,12,,EL,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership; all required ETE courses below the 400 level for the program; GPA 2.50+ for each: overall and professional education courses; State of Illinois content area test passed & other related tests passed; cleared background check; approval of Associate Dean & Director of the Department of Education, Counseling, and Leadership","Engage in a supervised, full time teaching experience in a Peoria-area grade 1-6 learning environment. Plan and implement instruction, assessments for individuals, groups, and class, gradually taking responsibility for 100% of teaching duties including issues related to equity, diversity and social and emotional awareness. Complete weekly reflections to assess professional growth as defined by the Illinois Professional Teaching Standards. Open only to students who have: adequate preparation in subject matter, demonstrated proficiency with regard to program and course objectives, prerequisites, and evidenced fitness for entering the teaching profession. Include edTPA. Weekly seminar. Satisfactory/Unsatisfactory."
ETE 499,Student Teaching in the High School,12,,EL,"Advancement to degree candidacy in the Department of Education, Counseling, and Leadership; completion of 2/3 of hours in major; all required ETE courses below the 400 level for the program; GPA 2.50+ for each: overall, teaching field, & professional education courses; State of Illinois content area tests & other related tests passed; cleared background check; approval of Associate Dean & Director of the Department of Education, Counseling, and Leadership","Engage in supervised, full time teaching experience in a Peoria-area high school learning environment. Plan, implement instruction, assessments for individual, groups, and class, slowly taking responsibility for 100% of teaching duties including issues related to equity, diversity, social and emotional awareness. Complete weekly reflections to assess professional growth as defined by the Illinois Professional Teaching Standards. Open only to students who have: adequate preparation in subject matter, demonstrated proficiency with regard to program and course objectives, prerequisites, and evidenced fitness for entering the teaching profession. Include Teacher Performance Assessment. Weekly seminar. Satisfactory/Unsatisfactory."
